carrier,delayed30,delay,destination
JetBlue,FALSE,-25,RSW
JetBlue,FALSE,-9,FLL
United,FALSE,-7,ORD
United,FALSE,-23,IAH
JetBlue,FALSE,-16,BOS
JetBlue,FALSE,-37,TPA
JetBlue,FALSE,-24,BOS
JetBlue,FALSE,-15,PBI
United,FALSE,-3,IAH
JetBlue,FALSE,-25,MSY
United,FALSE,-17,DEN
United,FALSE,-10,ORD
JetBlue,FALSE,-22,BOS
JetBlue,FALSE,-11,JAX
JetBlue,FALSE,-24,BOS
JetBlue,TRUE,101,DEN
JetBlue,FALSE,-10,SAV
United,FALSE,-20,DEN
JetBlue,FALSE,-14,BNA
JetBlue,FALSE,-36,MCO
JetBlue,FALSE,-14,FLL
JetBlue,FALSE,-31,BOS
JetBlue,FALSE,-50,CHS
JetBlue,FALSE,-11,BOS
JetBlue,FALSE,3,FLL
JetBlue,FALSE,-18,BOS
United,FALSE,15,DEN
JetBlue,TRUE,164,DEN
JetBlue,FALSE,-11,BOS
United,TRUE,35,ORD
JetBlue,FALSE,9,TPA
JetBlue,FALSE,-19,CHS
JetBlue,FALSE,3,MSY
United,FALSE,-13,IAH
JetBlue,FALSE,-21,BOS
JetBlue,FALSE,-31,RSW
JetBlue,FALSE,9,BOS
JetBlue,TRUE,43,PBI
United,FALSE,15,IAH
JetBlue,FALSE,-9,BOS
JetBlue,TRUE,42,JAX
JetBlue,TRUE,119,MCO
United,FALSE,-20,DEN
JetBlue,FALSE,-29,PBI
JetBlue,TRUE,35,FLL
JetBlue,TRUE,41,BNA
JetBlue,FALSE,-2,BOS
United,FALSE,-34,DEN
JetBlue,FALSE,-32,BOS
United,FALSE,-15,ORD
JetBlue,FALSE,9,TPA
JetBlue,FALSE,-3,FLL
JetBlue,FALSE,-21,BOS
JetBlue,TRUE,107,MCO
JetBlue,FALSE,-16,BOS
JetBlue,FALSE,-5,PBI
JetBlue,FALSE,-36,CHS
JetBlue,FALSE,-11,FLL
JetBlue,FALSE,-19,BNA
JetBlue,TRUE,171,MCO
JetBlue,TRUE,432,SRQ
JetBlue,TRUE,117,MCO
JetBlue,TRUE,203,JAX
JetBlue,FALSE,-30,RSW
JetBlue,FALSE,-22,FLL
United,FALSE,3,IAH
JetBlue,FALSE,-20,BOS
United,FALSE,-7,ORD
JetBlue,FALSE,-16,MCO
JetBlue,FALSE,-21,TPA
JetBlue,FALSE,-42,DEN
United,FALSE,-14,IAH
JetBlue,FALSE,-27,PBI
JetBlue,FALSE,-23,MSY
United,FALSE,-30,DEN
JetBlue,FALSE,-39,BOS
United,FALSE,4,ORD
JetBlue,FALSE,-26,JAX
United,FALSE,-24,ORD
JetBlue,FALSE,-35,BOS
JetBlue,FALSE,-8,SAV
JetBlue,FALSE,-15,BNA
United,FALSE,-40,DEN
JetBlue,FALSE,-17,FLL
JetBlue,FALSE,-9,MCO
JetBlue,FALSE,-34,CHS
JetBlue,FALSE,-14,BOS
United,FALSE,-21,ORD
JetBlue,FALSE,-45,DEN
JetBlue,FALSE,-31,BOS
JetBlue,FALSE,-22,BOS
United,FALSE,-19,DEN
JetBlue,TRUE,162,FLL
JetBlue,FALSE,-34,BOS
JetBlue,FALSE,-38,CHS
JetBlue,FALSE,17,MSY
United,FALSE,-16,IAH
JetBlue,FALSE,-25,BOS
JetBlue,FALSE,-29,PBI
JetBlue,FALSE,-42,RSW
JetBlue,FALSE,-29,BOS
JetBlue,TRUE,133,TPA
JetBlue,TRUE,46,JAX
JetBlue,FALSE,11,FLL
JetBlue,TRUE,145,MCO
JetBlue,FALSE,-13,BOS
United,FALSE,-37,DEN
JetBlue,FALSE,5,PBI
JetBlue,FALSE,4,BNA
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,3,MCO
JetBlue,FALSE,-5,TPA
United,FALSE,-43,DEN
JetBlue,FALSE,-30,BOS
JetBlue,TRUE,165,SRQ
JetBlue,FALSE,-10,BOS
JetBlue,FALSE,-8,MCO
JetBlue,FALSE,-6,JAX
JetBlue,FALSE,-3,SAV
JetBlue,FALSE,-28,BOS
JetBlue,FALSE,-1,PBI
JetBlue,FALSE,-44,CHS
JetBlue,FALSE,-6,MCO
JetBlue,FALSE,-21,BNA
JetBlue,FALSE,24,FLL
JetBlue,TRUE,243,FLL
JetBlue,FALSE,8,RSW
United,FALSE,-20,IAH
JetBlue,FALSE,-24,BOS
JetBlue,FALSE,-8,FLL
JetBlue,FALSE,11,MCO
JetBlue,FALSE,-14,TPA
United,FALSE,-3,ORD
JetBlue,FALSE,-48,DEN
United,FALSE,-15,IAH
JetBlue,FALSE,-21,BOS
JetBlue,FALSE,0,PBI
United,FALSE,-22,DEN
United,FALSE,-19,ORD
JetBlue,FALSE,23,MSY
JetBlue,FALSE,-18,BOS
United,FALSE,-35,ORD
JetBlue,FALSE,-6,SAV
JetBlue,FALSE,-17,BOS
United,FALSE,-43,DEN
JetBlue,FALSE,-4,FLL
JetBlue,FALSE,-13,CHS
JetBlue,TRUE,33,MCO
United,FALSE,-43,ORD
JetBlue,FALSE,-24,BOS
JetBlue,FALSE,-39,DEN
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,22,FLL
JetBlue,TRUE,99,BNA
JetBlue,TRUE,230,JAX
JetBlue,FALSE,-27,BOS
United,FALSE,-1,DEN
United,FALSE,-34,ORD
JetBlue,FALSE,-21,BOS
JetBlue,TRUE,47,TPA
JetBlue,FALSE,-12,MCO
JetBlue,FALSE,29,CHS
United,FALSE,-18,IAH
JetBlue,FALSE,-21,BOS
JetBlue,FALSE,10,MSY
JetBlue,FALSE,1,PBI
JetBlue,FALSE,-6,RSW
JetBlue,FALSE,-8,JAX
JetBlue,FALSE,-15,BOS
JetBlue,FALSE,11,FLL
JetBlue,FALSE,-1,PBI
United,FALSE,-30,DEN
JetBlue,TRUE,79,SRQ
JetBlue,FALSE,-3,BNA
JetBlue,FALSE,-10,BOS
JetBlue,FALSE,13,MCO
United,FALSE,-43,DEN
JetBlue,FALSE,-12,BOS
JetBlue,FALSE,-4,FLL
JetBlue,FALSE,-20,BOS
JetBlue,FALSE,-22,JAX
JetBlue,FALSE,-22,SAV
JetBlue,TRUE,136,TPA
JetBlue,FALSE,-19,BOS
JetBlue,FALSE,-10,MCO
JetBlue,TRUE,79,MCO
JetBlue,TRUE,51,PBI
JetBlue,FALSE,-6,FLL
JetBlue,FALSE,-28,BNA
JetBlue,TRUE,115,CHS
JetBlue,FALSE,-43,RSW
JetBlue,FALSE,-6,FLL
United,FALSE,-27,IAH
JetBlue,FALSE,-20,BOS
United,FALSE,-23,ORD
JetBlue,FALSE,-25,TPA
JetBlue,FALSE,-14,MCO
United,FALSE,-17,IAH
JetBlue,FALSE,-28,PBI
JetBlue,FALSE,-33,DEN
JetBlue,FALSE,-22,BOS
JetBlue,FALSE,-29,MSY
United,FALSE,-11,DEN
United,FALSE,-32,ORD
JetBlue,FALSE,-44,JAX
JetBlue,FALSE,-24,BOS
United,FALSE,-40,ORD
JetBlue,FALSE,-28,SAV
JetBlue,FALSE,-23,BOS
United,FALSE,-31,DEN
JetBlue,FALSE,-38,FLL
JetBlue,FALSE,-17,MCO
JetBlue,FALSE,-42,CHS
JetBlue,FALSE,-32,BNA
United,FALSE,-35,ORD
JetBlue,FALSE,-16,BOS
JetBlue,FALSE,-22,DEN
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,-32,FLL
JetBlue,FALSE,-24,BOS
United,FALSE,-26,DEN
JetBlue,FALSE,-15,TPA
JetBlue,FALSE,-15,BOS
JetBlue,FALSE,-39,CHS
JetBlue,FALSE,-35,MSY
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,-9,MCO
United,FALSE,-12,IAH
JetBlue,FALSE,-26,PBI
JetBlue,FALSE,-44,RSW
JetBlue,FALSE,-35,JAX
JetBlue,FALSE,-32,BOS
JetBlue,FALSE,-14,SRQ
JetBlue,FALSE,-31,BOS
JetBlue,FALSE,-41,PBI
United,FALSE,-38,DEN
JetBlue,FALSE,-9,BNA
JetBlue,TRUE,38,FLL
JetBlue,FALSE,-9,BOS
JetBlue,FALSE,-30,FLL
JetBlue,FALSE,-39,MCO
United,FALSE,-32,DEN
JetBlue,FALSE,-29,BOS
JetBlue,FALSE,-22,TPA
JetBlue,FALSE,-34,BOS
JetBlue,FALSE,-41,MCO
JetBlue,FALSE,-42,JAX
JetBlue,FALSE,-36,SAV
JetBlue,FALSE,-37,PBI
JetBlue,FALSE,17,BOS
JetBlue,FALSE,-7,MCO
JetBlue,FALSE,-39,FLL
JetBlue,FALSE,8,CHS
JetBlue,FALSE,-5,BNA
JetBlue,FALSE,-37,RSW
United,FALSE,4,IAH
JetBlue,FALSE,-16,FLL
United,FALSE,-18,ORD
JetBlue,FALSE,-27,MCO
JetBlue,FALSE,-27,TPA
JetBlue,FALSE,-46,DEN
United,FALSE,-21,IAH
JetBlue,FALSE,-35,PBI
JetBlue,FALSE,-13,BOS
JetBlue,FALSE,-24,MSY
United,FALSE,-34,DEN
United,FALSE,-25,ORD
JetBlue,FALSE,-45,JAX
United,FALSE,-21,ORD
JetBlue,FALSE,-31,SAV
JetBlue,FALSE,-19,BOS
United,FALSE,-35,DEN
JetBlue,FALSE,-35,MCO
JetBlue,FALSE,-29,BNA
JetBlue,FALSE,-37,CHS
JetBlue,FALSE,2,FLL
United,FALSE,-15,ORD
JetBlue,FALSE,-31,DEN
JetBlue,FALSE,-33,FLL
United,FALSE,-47,DEN
JetBlue,FALSE,-22,TPA
JetBlue,FALSE,-23,BOS
United,FALSE,1,IAH
JetBlue,FALSE,-46,PBI
JetBlue,FALSE,-2,MCO
JetBlue,FALSE,-33,RSW
JetBlue,FALSE,-41,SRQ
JetBlue,FALSE,-45,FLL
JetBlue,FALSE,-50,PBI
United,FALSE,-43,DEN
JetBlue,FALSE,-18,BNA
JetBlue,FALSE,-14,MCO
JetBlue,FALSE,-32,JAX
JetBlue,FALSE,13,MCO
JetBlue,TRUE,155,FLL
JetBlue,FALSE,5,CHS
JetBlue,FALSE,-25,RSW
United,FALSE,1,IAH
JetBlue,FALSE,-17,MCO
United,FALSE,-20,ORD
JetBlue,FALSE,-16,TPA
JetBlue,FALSE,-59,DEN
United,FALSE,-17,IAH
JetBlue,FALSE,-16,BOS
JetBlue,FALSE,-30,MSY
United,FALSE,-32,DEN
United,FALSE,-28,ORD
United,FALSE,-44,ORD
JetBlue,FALSE,-22,BOS
United,FALSE,-43,DEN
JetBlue,FALSE,-15,FLL
JetBlue,FALSE,-57,CHS
United,FALSE,-20,IAH
United,FALSE,-44,ORD
JetBlue,FALSE,-23,DEN
JetBlue,FALSE,24,BOS
United,FALSE,-38,ORD
JetBlue,FALSE,-12,BOS
JetBlue,FALSE,-15,FLL
JetBlue,FALSE,-12,BOS
United,FALSE,-33,DEN
JetBlue,FALSE,-26,TPA
United,FALSE,-35,DEN
JetBlue,FALSE,-26,CHS
JetBlue,TRUE,41,BOS
JetBlue,FALSE,4,MSY
JetBlue,FALSE,-22,MCO
United,FALSE,-16,IAH
JetBlue,FALSE,-18,BOS
JetBlue,FALSE,-17,PBI
JetBlue,FALSE,-15,JAX
JetBlue,FALSE,-12,SRQ
JetBlue,FALSE,3,RSW
JetBlue,FALSE,15,BOS
JetBlue,FALSE,-25,FLL
United,FALSE,-30,DEN
JetBlue,FALSE,12,BOS
JetBlue,FALSE,-25,PBI
JetBlue,FALSE,-8,BNA
JetBlue,FALSE,-4,BOS
JetBlue,FALSE,8,FLL
JetBlue,FALSE,-18,BOS
JetBlue,FALSE,23,MCO
JetBlue,FALSE,1,TPA
United,FALSE,5,DEN
JetBlue,FALSE,-17,BOS
JetBlue,FALSE,-14,JAX
JetBlue,FALSE,-19,SAV
JetBlue,FALSE,29,MCO
JetBlue,FALSE,1,BOS
JetBlue,FALSE,-18,PBI
JetBlue,FALSE,-11,CHS
JetBlue,FALSE,-5,MCO
JetBlue,FALSE,-17,BNA
JetBlue,FALSE,1,FLL
JetBlue,FALSE,-4,RSW
United,FALSE,-40,IAH
JetBlue,FALSE,-27,FLL
JetBlue,FALSE,-12,BOS
United,FALSE,-20,DEN
JetBlue,FALSE,-30,MCO
United,FALSE,-22,ORD
JetBlue,FALSE,-7,TPA
United,FALSE,-32,IAH
JetBlue,FALSE,-27,DEN
JetBlue,FALSE,-2,BOS
JetBlue,FALSE,8,PBI
United,FALSE,-33,DEN
United,FALSE,-32,ORD
JetBlue,FALSE,10,MSY
JetBlue,FALSE,-49,JAX
JetBlue,FALSE,-14,BOS
United,FALSE,-24,ORD
JetBlue,FALSE,-26,SAV
JetBlue,FALSE,-11,BOS
United,FALSE,-24,DEN
JetBlue,FALSE,-22,FLL
JetBlue,FALSE,-18,MCO
United,FALSE,-17,IAH
United,FALSE,-15,ORD
JetBlue,FALSE,-5,BNA
JetBlue,FALSE,10,BOS
JetBlue,FALSE,0,CHS
JetBlue,FALSE,1,DEN
JetBlue,FALSE,-3,BOS
United,FALSE,-17,ORD
JetBlue,FALSE,-12,FLL
JetBlue,FALSE,11,BOS
United,FALSE,-8,DEN
United,FALSE,-11,IAH
JetBlue,FALSE,-28,TPA
JetBlue,FALSE,-15,BOS
United,FALSE,-30,DEN
JetBlue,FALSE,-43,CHS
JetBlue,FALSE,-19,MSY
JetBlue,FALSE,6,BOS
United,FALSE,-5,IAH
JetBlue,FALSE,-28,PBI
JetBlue,FALSE,-45,RSW
JetBlue,TRUE,32,MCO
JetBlue,FALSE,-31,SRQ
JetBlue,FALSE,-20,JAX
JetBlue,FALSE,-5,BOS
JetBlue,FALSE,-43,FLL
JetBlue,FALSE,-32,BOS
United,FALSE,-23,DEN
JetBlue,FALSE,-12,BNA
United,FALSE,-19,ORD
JetBlue,FALSE,3,BOS
JetBlue,FALSE,5,PBI
JetBlue,FALSE,-28,FLL
JetBlue,FALSE,-15,MCO
United,FALSE,-24,DEN
JetBlue,FALSE,-8,BOS
JetBlue,FALSE,-12,TPA
JetBlue,FALSE,-10,BOS
JetBlue,FALSE,-23,MCO
JetBlue,FALSE,-31,JAX
JetBlue,FALSE,-24,SAV
JetBlue,FALSE,-8,BOS
JetBlue,FALSE,-30,PBI
JetBlue,FALSE,-27,CHS
JetBlue,FALSE,-18,MCO
JetBlue,FALSE,-35,FLL
JetBlue,FALSE,-33,BNA
JetBlue,FALSE,-40,RSW
JetBlue,FALSE,-17,FLL
JetBlue,FALSE,-24,BOS
United,FALSE,-12,IAH
United,FALSE,-16,DEN
JetBlue,FALSE,-12,MCO
JetBlue,FALSE,-33,TPA
United,FALSE,-17,ORD
United,FALSE,-48,IAH
JetBlue,FALSE,-34,DEN
JetBlue,FALSE,-18,PBI
JetBlue,FALSE,-7,BOS
JetBlue,FALSE,-30,MSY
United,FALSE,-5,DEN
United,FALSE,-30,ORD
JetBlue,FALSE,-22,BOS
JetBlue,FALSE,-2,JAX
United,FALSE,-40,ORD
JetBlue,FALSE,-36,SAV
JetBlue,FALSE,-17,BOS
United,FALSE,-31,DEN
JetBlue,FALSE,-39,FLL
JetBlue,FALSE,-49,BNA
JetBlue,FALSE,-31,MCO
United,FALSE,-37,IAH
United,FALSE,-41,ORD
JetBlue,FALSE,-36,CHS
JetBlue,FALSE,-27,BOS
JetBlue,FALSE,-46,DEN
JetBlue,FALSE,-19,BOS
United,FALSE,-43,ORD
JetBlue,FALSE,-33,FLL
United,FALSE,-19,DEN
United,FALSE,-45,IAH
JetBlue,FALSE,-6,BOS
JetBlue,FALSE,-37,TPA
JetBlue,FALSE,-11,BOS
United,FALSE,-21,DEN
JetBlue,FALSE,-19,CHS
JetBlue,FALSE,-21,MCO
JetBlue,FALSE,-31,FLL
JetBlue,FALSE,-15,BOS
United,FALSE,-30,IAH
JetBlue,FALSE,-33,PBI
JetBlue,FALSE,-38,MSY
JetBlue,FALSE,-25,JAX
JetBlue,FALSE,-24,BOS
JetBlue,FALSE,-35,SRQ
JetBlue,FALSE,-32,FLL
JetBlue,FALSE,-30,BOS
United,FALSE,-25,DEN
JetBlue,FALSE,-25,BNA
JetBlue,FALSE,-22,BOS
JetBlue,FALSE,-9,FLL
JetBlue,FALSE,-36,MCO
United,FALSE,-31,DEN
JetBlue,FALSE,-22,BOS
JetBlue,FALSE,-45,TPA
JetBlue,FALSE,-19,BOS
JetBlue,FALSE,-33,JAX
JetBlue,TRUE,31,MCO
JetBlue,FALSE,2,SAV
JetBlue,FALSE,11,BOS
JetBlue,FALSE,-4,PBI
JetBlue,FALSE,-22,CHS
JetBlue,FALSE,-5,MCO
JetBlue,FALSE,-28,FLL
JetBlue,FALSE,-21,BNA
JetBlue,FALSE,-30,FLL
JetBlue,FALSE,-35,RSW
JetBlue,FALSE,-13,BOS
JetBlue,FALSE,-40,MCO
JetBlue,FALSE,-10,TPA
JetBlue,FALSE,-39,PBI
JetBlue,FALSE,-19,SAV
JetBlue,TRUE,39,BOS
JetBlue,TRUE,198,DEN
United,TRUE,173,DEN
United,TRUE,173,ORD
United,TRUE,210,IAH
JetBlue,TRUE,137,BOS
JetBlue,TRUE,124,MSY
United,TRUE,204,IAH
JetBlue,TRUE,118,JAX
JetBlue,TRUE,43,FLL
JetBlue,TRUE,59,MCO
JetBlue,TRUE,34,CHS
United,TRUE,153,ORD
United,TRUE,207,DEN
United,TRUE,108,ORD
United,TRUE,85,DEN
JetBlue,FALSE,30,BOS
JetBlue,TRUE,39,DEN
United,TRUE,68,IAH
JetBlue,TRUE,110,BOS
JetBlue,TRUE,34,BOS
United,TRUE,118,ORD
JetBlue,FALSE,28,FLL
United,TRUE,65,ORD
JetBlue,TRUE,43,BOS
United,FALSE,14,DEN
JetBlue,FALSE,-9,MCO
JetBlue,TRUE,51,TPA
JetBlue,FALSE,-13,FLL
United,TRUE,94,IAH
JetBlue,FALSE,-20,PBI
JetBlue,TRUE,261,BNA
JetBlue,FALSE,-31,SRQ
United,TRUE,151,DEN
JetBlue,FALSE,24,MSY
JetBlue,FALSE,10,JAX
JetBlue,FALSE,-11,BOS
United,TRUE,131,IAH
JetBlue,FALSE,8,PBI
JetBlue,TRUE,72,FLL
JetBlue,FALSE,-15,BOS
JetBlue,FALSE,-14,TPA
JetBlue,TRUE,46,FLL
JetBlue,FALSE,-9,BOS
JetBlue,FALSE,-18,SAV
JetBlue,FALSE,-3,MCO
JetBlue,FALSE,4,JAX
JetBlue,FALSE,-5,BOS
JetBlue,FALSE,-19,PBI
United,TRUE,232,DEN
United,TRUE,159,DEN
JetBlue,FALSE,-2,CHS
JetBlue,FALSE,13,MCO
JetBlue,TRUE,193,MCO
JetBlue,FALSE,-6,FLL
JetBlue,FALSE,19,BNA
JetBlue,FALSE,-28,RSW
JetBlue,FALSE,-20,FLL
JetBlue,FALSE,-1,BOS
United,FALSE,-15,DEN
United,FALSE,-6,ORD
JetBlue,FALSE,-14,MCO
JetBlue,FALSE,-6,TPA
United,FALSE,25,IAH
United,FALSE,-18,IAH
JetBlue,FALSE,-12,DEN
JetBlue,FALSE,-15,BOS
JetBlue,FALSE,-7,MSY
JetBlue,FALSE,5,PBI
United,FALSE,-13,DEN
United,FALSE,2,ORD
JetBlue,FALSE,-34,JAX
JetBlue,FALSE,-21,BOS
United,FALSE,-18,ORD
JetBlue,FALSE,5,SAV
JetBlue,FALSE,11,BOS
JetBlue,FALSE,-19,FLL
United,FALSE,-7,DEN
JetBlue,FALSE,-24,MCO
JetBlue,FALSE,-17,BNA
JetBlue,FALSE,-25,CHS
United,FALSE,-1,IAH
United,FALSE,-2,ORD
JetBlue,FALSE,-13,BOS
JetBlue,FALSE,-35,DEN
United,FALSE,-6,ORD
JetBlue,FALSE,-16,BOS
JetBlue,FALSE,-32,FLL
JetBlue,FALSE,-30,BOS
United,FALSE,-16,DEN
United,FALSE,2,IAH
JetBlue,FALSE,-17,TPA
JetBlue,FALSE,10,BOS
United,FALSE,-15,DEN
JetBlue,FALSE,-16,CHS
JetBlue,FALSE,4,MCO
JetBlue,FALSE,-6,FLL
JetBlue,FALSE,-2,BOS
United,FALSE,0,IAH
JetBlue,FALSE,7,PBI
JetBlue,FALSE,15,JAX
JetBlue,TRUE,38,SRQ
JetBlue,FALSE,5,BOS
JetBlue,TRUE,57,MSY
JetBlue,FALSE,-19,BOS
JetBlue,FALSE,5,PBI
United,FALSE,-14,DEN
JetBlue,FALSE,9,BNA
JetBlue,FALSE,5,BOS
JetBlue,FALSE,19,FLL
United,FALSE,-14,DEN
JetBlue,FALSE,-4,TPA
JetBlue,FALSE,27,BOS
JetBlue,FALSE,3,BOS
JetBlue,TRUE,174,FLL
JetBlue,FALSE,3,JAX
JetBlue,FALSE,5,SAV
JetBlue,TRUE,124,MCO
JetBlue,TRUE,34,PBI
JetBlue,TRUE,59,BOS
JetBlue,TRUE,132,MCO
JetBlue,FALSE,27,MCO
JetBlue,FALSE,15,BNA
JetBlue,TRUE,45,FLL
JetBlue,TRUE,102,CHS
JetBlue,FALSE,-23,BOS
United,FALSE,-20,IAH
JetBlue,TRUE,39,RSW
JetBlue,FALSE,25,FLL
United,FALSE,-30,DEN
JetBlue,FALSE,10,MCO
United,FALSE,-8,ORD
JetBlue,TRUE,35,TPA
JetBlue,FALSE,-24,BOS
JetBlue,FALSE,12,PBI
United,FALSE,3,IAH
JetBlue,FALSE,-4,MSY
JetBlue,FALSE,19,DEN
United,FALSE,-33,DEN
United,FALSE,-14,ORD
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,-18,JAX
United,FALSE,-27,ORD
JetBlue,FALSE,-5,SAV
JetBlue,FALSE,-8,BOS
JetBlue,FALSE,8,FLL
United,FALSE,-36,DEN
JetBlue,FALSE,-40,BNA
United,FALSE,-39,IAH
JetBlue,FALSE,15,MCO
United,FALSE,-20,ORD
JetBlue,FALSE,-10,CHS
JetBlue,FALSE,-11,BOS
JetBlue,FALSE,-46,DEN
United,FALSE,-42,ORD
JetBlue,FALSE,-21,BOS
JetBlue,TRUE,43,FLL
JetBlue,FALSE,2,BOS
United,FALSE,-20,DEN
United,FALSE,-20,IAH
JetBlue,FALSE,-5,TPA
JetBlue,FALSE,-19,BOS
JetBlue,FALSE,6,CHS
JetBlue,TRUE,32,FLL
JetBlue,FALSE,8,MCO
JetBlue,FALSE,9,PBI
United,FALSE,-25,IAH
JetBlue,FALSE,-31,MSY
United,TRUE,40,DEN
JetBlue,FALSE,-24,SRQ
JetBlue,FALSE,-23,BOS
JetBlue,TRUE,57,BOS
JetBlue,TRUE,56,JAX
JetBlue,FALSE,-16,BOS
United,FALSE,-32,DEN
JetBlue,TRUE,48,PBI
JetBlue,FALSE,20,BOS
United,FALSE,-38,DEN
JetBlue,TRUE,132,FLL
JetBlue,FALSE,-28,BOS
JetBlue,TRUE,71,BNA
JetBlue,FALSE,-8,TPA
JetBlue,FALSE,-7,BOS
JetBlue,FALSE,-23,JAX
JetBlue,FALSE,-21,SAV
JetBlue,FALSE,1,MCO
JetBlue,TRUE,158,FLL
JetBlue,FALSE,15,PBI
United,FALSE,-28,ORD
JetBlue,TRUE,200,MCO
JetBlue,FALSE,-11,MCO
JetBlue,TRUE,31,CHS
JetBlue,TRUE,92,BOS
JetBlue,FALSE,29,BNA
JetBlue,TRUE,72,FLL
JetBlue,FALSE,-41,RSW
United,FALSE,-53,IAH
JetBlue,FALSE,-21,FLL
United,FALSE,-33,DEN
United,FALSE,-31,ORD
JetBlue,FALSE,-32,MCO
JetBlue,FALSE,-10,TPA
United,FALSE,-44,IAH
JetBlue,FALSE,-33,PBI
JetBlue,FALSE,-18,BOS
JetBlue,FALSE,-42,MSY
United,FALSE,-23,DEN
United,FALSE,-1,ORD
JetBlue,FALSE,-33,JAX
JetBlue,FALSE,2,MCO
United,FALSE,-42,ORD
JetBlue,FALSE,-4,BOS
JetBlue,FALSE,-18,SAV
United,FALSE,-19,DEN
JetBlue,FALSE,-43,FLL
JetBlue,FALSE,-30,MCO
JetBlue,FALSE,-46,BNA
JetBlue,FALSE,-44,CHS
United,FALSE,-43,IAH
United,FALSE,-38,ORD
JetBlue,FALSE,-42,DEN
JetBlue,FALSE,-12,FLL
United,FALSE,-37,DEN
JetBlue,FALSE,-44,TPA
JetBlue,FALSE,-33,MCO
JetBlue,FALSE,-30,FLL
United,FALSE,-31,IAH
JetBlue,FALSE,-17,BOS
JetBlue,FALSE,-42,PBI
JetBlue,FALSE,-4,SRQ
JetBlue,FALSE,-39,FLL
United,FALSE,-22,DEN
JetBlue,FALSE,-9,BNA
JetBlue,FALSE,7,PBI
JetBlue,FALSE,-20,MCO
JetBlue,TRUE,33,FLL
JetBlue,FALSE,4,JAX
JetBlue,FALSE,-37,CHS
JetBlue,TRUE,163,CHS
JetBlue,TRUE,506,FLL
JetBlue,TRUE,355,BOS
United,FALSE,-5,IAH
JetBlue,FALSE,-25,RSW
United,FALSE,-23,ORD
JetBlue,FALSE,-48,MCO
JetBlue,FALSE,-6,TPA
JetBlue,FALSE,-43,DEN
United,FALSE,-34,IAH
JetBlue,FALSE,-23,BOS
JetBlue,FALSE,-47,MSY
