"","carrier","delayed30","delay","destination"
"71","JetBlue",FALSE,-14,"PWM"
"72","Delta",FALSE,-22,"BOS"
"73","JetBlue",FALSE,-4,"MCO"
"74","JetBlue",FALSE,-18,"BOS"
"75","JetBlue",FALSE,26,"SEA"
"76","JetBlue",TRUE,83,"BUR"
"77","Delta",FALSE,20,"SFO"
"78","Delta",FALSE,-15,"DCA"
"79","JetBlue",FALSE,-18,"FLL"
"80","Delta",FALSE,-22,"LAX"
"81","JetBlue",FALSE,1,"MSY"
"82","JetBlue",FALSE,10,"PIT"
"83","JetBlue",FALSE,-18,"MCO"
"84","JetBlue",TRUE,52,"SRQ"
"85","JetBlue",FALSE,27,"PBI"
"86","JetBlue",FALSE,27,"BUF"
"87","JetBlue",FALSE,-21,"RSW"
"88","Delta",FALSE,-24,"MCO"
"89","JetBlue",TRUE,115,"SJU"
"90","Delta",FALSE,-21,"SAN"
"91","Delta",FALSE,8,"SLC"
"92","Delta",FALSE,-29,"RSW"
"93","Delta",FALSE,-28,"LAS"
"94","JetBlue",FALSE,12,"ORD"
"95","JetBlue",FALSE,20,"SYR"
"96","JetBlue",FALSE,-23,"MCO"
"97","Delta",FALSE,-35,"FLL"
"98","Delta",TRUE,34,"ATL"
"99","JetBlue",FALSE,15,"LAX"
"100","Delta",FALSE,2,"DTW"
"101","JetBlue",TRUE,80,"TPA"
"102","Delta",FALSE,-16,"DEN"
"103","JetBlue",FALSE,-30,"PBI"
"104","JetBlue",FALSE,-4,"SAN"
"105","Delta",FALSE,-14,"AUS"
"106","Delta",FALSE,-22,"SFO"
"107","JetBlue",TRUE,33,"CLT"
"108","JetBlue",FALSE,-8,"FLL"
"109","JetBlue",TRUE,61,"SJU"
"110","JetBlue",FALSE,-7,"SJU"
"111","Delta",FALSE,16,"LAX"
"112","JetBlue",FALSE,16,"PHX"
"113","JetBlue",TRUE,46,"RSW"
"114","Delta",FALSE,-21,"PDX"
"115","JetBlue",FALSE,27,"TPA"
"116","JetBlue",TRUE,34,"IAD"
"117","JetBlue",FALSE,4,"MCO"
"118","JetBlue",FALSE,-12,"BOS"
"119","JetBlue",FALSE,-5,"FLL"
"120","JetBlue",FALSE,-6,"RDU"
"121","JetBlue",FALSE,-15,"LGB"
"122","JetBlue",FALSE,-29,"SJC"
"123","Delta",FALSE,-19,"MSP"
"124","Delta",FALSE,-13,"SEA"
"125","JetBlue",FALSE,12,"BUF"
"126","Delta",FALSE,-29,"BOS"
"127","Delta",FALSE,-7,"SJU"
"128","JetBlue",FALSE,-22,"MCO"
"129","Delta",FALSE,0,"ATL"
"130","Delta",FALSE,-47,"MIA"
"131","JetBlue",FALSE,-15,"OAK"
"132","Delta",FALSE,-48,"MCO"
"133","Delta",FALSE,10,"SFO"
"134","Delta",FALSE,-33,"TPA"
"135","JetBlue",FALSE,2,"SLC"
"136","Delta",FALSE,-12,"LAS"
"137","Delta",FALSE,-19,"SLC"
"138","Delta",FALSE,-4,"PHX"
"139","JetBlue",FALSE,5,"SMF"
"140","Delta",FALSE,21,"LAX"
"141","Delta",TRUE,81,"SAN"
"142","JetBlue",TRUE,44,"LAS"
"143","JetBlue",FALSE,-22,"SFO"
"144","Delta",FALSE,25,"SAT"
"145","JetBlue",FALSE,-3,"FLL"
"146","JetBlue",FALSE,10,"AUS"
"147","JetBlue",TRUE,91,"BUR"
"148","Delta",FALSE,-14,"FLL"
"149","JetBlue",TRUE,50,"PBI"
"150","JetBlue",FALSE,12,"HOU"
"151","JetBlue",FALSE,10,"MSY"
"152","JetBlue",FALSE,3,"JAX"
"153","JetBlue",FALSE,-1,"PDX"
"154","JetBlue",FALSE,-2,"RSW"
"155","JetBlue",FALSE,-6,"BOS"
"156","Delta",FALSE,-32,"LAS"
"157","JetBlue",FALSE,-5,"LAX"
"158","JetBlue",FALSE,-9,"DEN"
"159","JetBlue",FALSE,-14,"SJU"
"160","JetBlue",FALSE,2,"MCO"
"161","JetBlue",FALSE,21,"PBI"
"162","JetBlue",FALSE,23,"RDU"
"163","JetBlue",FALSE,28,"BUF"
"164","JetBlue",FALSE,-26,"SJU"
"165","JetBlue",TRUE,73,"TPA"
"166","JetBlue",TRUE,49,"FLL"
"167","JetBlue",FALSE,-16,"PWM"
"168","JetBlue",FALSE,-7,"BOS"
"169","JetBlue",FALSE,23,"ROC"
"170","JetBlue",TRUE,35,"BTV"
"171","JetBlue",FALSE,9,"BUF"
"172","JetBlue",TRUE,73,"LAS"
"173","JetBlue",TRUE,33,"SYR"
"174","JetBlue",FALSE,-20,"PSE"
"175","JetBlue",FALSE,-24,"SJU"
"176","JetBlue",FALSE,-12,"BQN"
"177","JetBlue",TRUE,36,"SJU"
"178","JetBlue",TRUE,154,"SYR"
"179","JetBlue",FALSE,-23,"BQN"
"180","JetBlue",FALSE,-16,"FLL"
"181","JetBlue",FALSE,-10,"PBI"
"182","JetBlue",FALSE,0,"TPA"
"183","JetBlue",FALSE,0,"MCO"
"184","Delta",FALSE,1,"ATL"
"185","JetBlue",FALSE,-7,"SJU"
"186","JetBlue",FALSE,27,"RSW"
"187","JetBlue",FALSE,-17,"BOS"
"188","JetBlue",FALSE,-6,"BUF"
"189","Delta",FALSE,-39,"SLC"
"190","Delta",FALSE,-59,"SFO"
"191","JetBlue",FALSE,-13,"LAS"
"192","Delta",FALSE,-3,"LAX"
"193","JetBlue",FALSE,6,"FLL"
"194","JetBlue",FALSE,26,"MSY"
"195","JetBlue",FALSE,-8,"LAX"
"196","JetBlue",FALSE,1,"MCO"
"197","Delta",FALSE,-45,"SEA"
"198","JetBlue",FALSE,0,"SJU"
"199","JetBlue",FALSE,24,"SYR"
"200","JetBlue",FALSE,4,"ROC"
"201","JetBlue",FALSE,-30,"SFO"
"202","JetBlue",FALSE,-3,"SRQ"
"203","JetBlue",FALSE,-18,"FLL"
"204","Delta",FALSE,-29,"MIA"
"205","Delta",FALSE,-14,"MCO"
"206","Delta",FALSE,4,"FLL"
"207","Delta",FALSE,4,"ATL"
"208","JetBlue",FALSE,2,"PIT"
"209","Delta",FALSE,-5,"TPA"
"210","JetBlue",TRUE,39,"CLT"
"211","JetBlue",FALSE,1,"SAN"
"212","Delta",FALSE,24,"LAS"
"213","JetBlue",FALSE,12,"JAX"
"214","JetBlue",FALSE,-11,"SJU"
"215","Delta",FALSE,-14,"SJU"
"216","JetBlue",FALSE,9,"ORD"
"217","JetBlue",FALSE,12,"TPA"
"218","Delta",FALSE,-57,"LAX"
"219","JetBlue",FALSE,-1,"BTV"
"220","JetBlue",FALSE,21,"FLL"
"221","JetBlue",FALSE,16,"IAD"
"222","JetBlue",FALSE,-1,"BOS"
"223","JetBlue",FALSE,16,"RDU"
"224","JetBlue",TRUE,62,"AUS"
"225","JetBlue",FALSE,2,"BUF"
"226","JetBlue",FALSE,23,"PBI"
"227","JetBlue",FALSE,-6,"PWM"
"228","Delta",FALSE,-5,"SFO"
"229","JetBlue",FALSE,-7,"LAX"
"230","Delta",FALSE,-17,"LAS"
"231","JetBlue",FALSE,-11,"BOS"
"232","JetBlue",FALSE,2,"MCO"
"233","Delta",FALSE,-23,"SLC"
"234","JetBlue",TRUE,98,"MCO"
"235","JetBlue",FALSE,-48,"SFO"
"236","JetBlue",FALSE,-6,"BTV"
"237","Delta",FALSE,-23,"MCO"
"238","JetBlue",FALSE,-6,"RSW"
"239","JetBlue",FALSE,24,"FLL"
"240","JetBlue",FALSE,15,"HOU"
"241","Delta",FALSE,-20,"LAX"
"242","JetBlue",FALSE,-11,"LAX"
"243","JetBlue",FALSE,-13,"TPA"
"244","JetBlue",FALSE,6,"BUF"
"245","Delta",FALSE,-55,"SLC"
"246","Delta",FALSE,-42,"SJU"
"247","JetBlue",FALSE,-35,"LGB"
"248","JetBlue",FALSE,5,"FLL"
"249","JetBlue",FALSE,7,"PBI"
"250","JetBlue",FALSE,-6,"BOS"
"251","Delta",FALSE,-13,"ATL"
"252","JetBlue",FALSE,-20,"BUR"
"253","JetBlue",FALSE,-6,"SJU"
"254","JetBlue",TRUE,45,"ROC"
"255","JetBlue",FALSE,3,"JAX"
"256","JetBlue",FALSE,-34,"SEA"
"257","JetBlue",FALSE,25,"MCO"
"258","JetBlue",FALSE,6,"PWM"
"259","Delta",FALSE,-10,"BOS"
"260","Delta",FALSE,-26,"SFO"
"261","JetBlue",FALSE,0,"SRQ"
"262","Delta",FALSE,-1,"DCA"
"263","JetBlue",FALSE,-21,"BUF"
"264","JetBlue",FALSE,-6,"PBI"
"265","JetBlue",FALSE,3,"MSY"
"266","JetBlue",FALSE,23,"BOS"
"267","JetBlue",FALSE,-17,"PIT"
"268","Delta",FALSE,-26,"LAX"
"269","JetBlue",FALSE,-1,"TPA"
"270","JetBlue",FALSE,0,"MCO"
"271","JetBlue",TRUE,59,"FLL"
"272","Delta",FALSE,-1,"MCO"
"273","JetBlue",FALSE,8,"SJU"
"274","JetBlue",FALSE,25,"RSW"
"275","JetBlue",TRUE,45,"ORD"
"276","Delta",FALSE,-8,"SAN"
"277","Delta",FALSE,1,"SLC"
"278","Delta",FALSE,8,"ATL"
"279","Delta",FALSE,-29,"PDX"
"280","Delta",FALSE,-4,"RSW"
"281","Delta",FALSE,-29,"LAS"
"282","JetBlue",FALSE,20,"SYR"
"283","Delta",FALSE,4,"FLL"
"284","JetBlue",FALSE,14,"MCO"
"285","Delta",FALSE,-28,"SEA"
"286","JetBlue",FALSE,-25,"LAX"
"287","Delta",FALSE,6,"DTW"
"288","Delta",FALSE,-18,"DEN"
"289","JetBlue",FALSE,-3,"RSW"
"290","Delta",FALSE,1,"MIA"
"291","JetBlue",FALSE,-2,"CLT"
"292","Delta",FALSE,-23,"SFO"
"293","Delta",FALSE,-12,"AUS"
"294","JetBlue",FALSE,25,"PBI"
"295","JetBlue",FALSE,22,"SAN"
"296","JetBlue",FALSE,-18,"TPA"
"297","Delta",FALSE,11,"LAX"
"298","JetBlue",FALSE,-2,"BTV"
"299","Delta",FALSE,-44,"PDX"
"300","Delta",FALSE,-44,"SAN"
"301","JetBlue",FALSE,-5,"MCO"
"302","JetBlue",FALSE,-13,"BOS"
"303","JetBlue",FALSE,-5,"IAD"
"304","JetBlue",TRUE,38,"FLL"
"305","JetBlue",FALSE,-13,"FLL"
"306","JetBlue",FALSE,-10,"RDU"
"307","JetBlue",TRUE,35,"PHX"
"308","JetBlue",FALSE,-41,"LGB"
"309","Delta",FALSE,-51,"SEA"
"310","Delta",FALSE,-26,"MSP"
"311","Delta",FALSE,14,"DTW"
"312","JetBlue",FALSE,-21,"SJC"
"313","JetBlue",FALSE,-24,"BUR"
"314","Delta",FALSE,-25,"SJU"
"315","JetBlue",FALSE,-31,"OAK"
"316","Delta",FALSE,-31,"BOS"
"317","Delta",FALSE,-16,"ATL"
"318","Delta",FALSE,12,"LAX"
"319","JetBlue",FALSE,-7,"MCO"
"320","JetBlue",FALSE,-1,"SJU"
"321","JetBlue",FALSE,28,"BUF"
"322","Delta",FALSE,-24,"MCO"
"323","Delta",FALSE,-11,"LAS"
"324","Delta",FALSE,-26,"TPA"
"325","JetBlue",FALSE,-14,"SMF"
"326","JetBlue",FALSE,-18,"SLC"
"327","Delta",FALSE,-4,"PHX"
"328","Delta",FALSE,-14,"MIA"
"329","JetBlue",FALSE,-11,"PBI"
"330","Delta",FALSE,-32,"SLC"
"331","Delta",FALSE,0,"SFO"
"332","JetBlue",TRUE,34,"LAS"
"333","JetBlue",FALSE,-33,"SFO"
"334","JetBlue",FALSE,-36,"PDX"
"335","JetBlue",FALSE,7,"MSY"
"336","JetBlue",FALSE,15,"FLL"
"337","Delta",FALSE,-5,"ATL"
"338","Delta",FALSE,-18,"FLL"
"339","JetBlue",TRUE,32,"AUS"
"340","JetBlue",FALSE,11,"HOU"
"341","JetBlue",FALSE,4,"JAX"
"342","JetBlue",FALSE,-30,"LAX"
"343","Delta",FALSE,5,"LAX"
"344","Delta",FALSE,-31,"LAS"
"345","JetBlue",FALSE,-9,"DEN"
"346","JetBlue",FALSE,10,"TPA"
"347","JetBlue",FALSE,-17,"LAS"
"348","JetBlue",FALSE,-16,"SJU"
"349","JetBlue",FALSE,-10,"BUF"
"350","JetBlue",FALSE,-5,"PBI"
"351","JetBlue",FALSE,-4,"RDU"
"352","JetBlue",FALSE,21,"FLL"
"353","JetBlue",FALSE,-15,"SJU"
"354","JetBlue",FALSE,-17,"PWM"
"355","JetBlue",FALSE,-15,"ROC"
"356","JetBlue",FALSE,11,"BUF"
"357","JetBlue",TRUE,101,"MCO"
"358","JetBlue",TRUE,61,"BTV"
"359","JetBlue",FALSE,-18,"PSE"
"360","JetBlue",FALSE,-24,"BQN"
"361","JetBlue",FALSE,22,"SJU"
"362","JetBlue",TRUE,172,"BUF"
"363","JetBlue",TRUE,143,"BQN"
"364","JetBlue",FALSE,-13,"BQN"
"365","JetBlue",FALSE,-3,"MCO"
"366","JetBlue",FALSE,-3,"FLL"
"367","JetBlue",FALSE,-5,"PBI"
"368","JetBlue",FALSE,13,"TPA"
"369","JetBlue",TRUE,32,"RSW"
"370","Delta",FALSE,22,"ATL"
"371","JetBlue",FALSE,-16,"SJU"
"372","JetBlue",FALSE,-16,"BOS"
"373","JetBlue",FALSE,-10,"BUF"
"374","Delta",FALSE,-38,"SLC"
"375","Delta",FALSE,-27,"SFO"
"376","Delta",FALSE,-35,"LAX"
"377","JetBlue",FALSE,-2,"FLL"
"378","JetBlue",FALSE,-10,"LAS"
"379","JetBlue",FALSE,-37,"LAX"
"380","JetBlue",TRUE,33,"MSY"
"381","JetBlue",FALSE,-2,"SJU"
"382","JetBlue",FALSE,24,"MCO"
"383","JetBlue",FALSE,7,"ROC"
"384","JetBlue",FALSE,3,"SYR"
"385","Delta",FALSE,-23,"SEA"
"386","JetBlue",FALSE,-35,"SFO"
"387","Delta",FALSE,-15,"MIA"
"388","JetBlue",FALSE,-4,"FLL"
"389","Delta",FALSE,15,"FLL"
"390","JetBlue",TRUE,33,"SRQ"
"391","Delta",FALSE,10,"MCO"
"392","Delta",FALSE,-3,"TPA"
"393","JetBlue",FALSE,5,"PIT"
"394","Delta",FALSE,11,"ATL"
"395","Delta",FALSE,-8,"LAS"
"396","JetBlue",FALSE,-5,"ORD"
"397","Delta",FALSE,-24,"SJU"
"398","JetBlue",FALSE,8,"JAX"
"399","JetBlue",FALSE,-15,"SAN"
"400","JetBlue",FALSE,9,"SJU"
"401","JetBlue",FALSE,2,"TPA"
"402","Delta",FALSE,-30,"LAX"
"403","JetBlue",FALSE,20,"FLL"
"404","JetBlue",FALSE,-11,"IAD"
"405","JetBlue",FALSE,23,"AUS"
"406","JetBlue",FALSE,3,"MCO"
"407","JetBlue",FALSE,-3,"BTV"
"408","JetBlue",FALSE,-19,"BOS"
"409","JetBlue",TRUE,83,"CLT"
"410","JetBlue",FALSE,0,"RDU"
"411","JetBlue",FALSE,-14,"BUF"
"412","JetBlue",FALSE,-65,"LAX"
"413","JetBlue",TRUE,48,"PBI"
"414","Delta",FALSE,-29,"SFO"
"415","Delta",FALSE,-48,"LAS"
"416","JetBlue",FALSE,4,"PWM"
"417","JetBlue",FALSE,16,"MCO"
"418","Delta",FALSE,-34,"SLC"
"419","JetBlue",FALSE,-39,"SFO"
"420","Delta",FALSE,-17,"SJU"
"421","Delta",FALSE,-8,"MCO"
"422","JetBlue",FALSE,23,"RSW"
"423","JetBlue",FALSE,25,"BTV"
"424","JetBlue",FALSE,20,"HOU"
"425","JetBlue",TRUE,45,"FLL"
"426","JetBlue",FALSE,-52,"LAX"
"427","JetBlue",FALSE,3,"BUF"
"428","Delta",FALSE,-63,"SLC"
"429","Delta",FALSE,5,"LAX"
"430","JetBlue",FALSE,-17,"BOS"
"431","JetBlue",FALSE,13,"PBI"
"432","JetBlue",FALSE,12,"ROC"
"433","JetBlue",TRUE,67,"TPA"
"434","JetBlue",FALSE,-31,"LGB"
"435","JetBlue",FALSE,-41,"BUR"
"436","JetBlue",FALSE,-20,"PWM"
"437","JetBlue",FALSE,28,"SJU"
"438","JetBlue",FALSE,28,"MCO"
"439","JetBlue",FALSE,-10,"SEA"
"440","JetBlue",FALSE,-19,"BOS"
"441","JetBlue",FALSE,12,"SRQ"
"442","JetBlue",TRUE,79,"JAX"
"443","JetBlue",FALSE,-9,"PIT"
"444","Delta",FALSE,-21,"SFO"
"445","Delta",FALSE,-38,"LAX"
"446","JetBlue",FALSE,-7,"BUF"
"447","JetBlue",FALSE,16,"FLL"
"448","JetBlue",FALSE,25,"PBI"
"449","JetBlue",TRUE,50,"TPA"
"450","JetBlue",FALSE,11,"MCO"
"451","JetBlue",FALSE,2,"RSW"
"452","JetBlue",FALSE,-23,"ORD"
"453","JetBlue",FALSE,-4,"SJU"
"454","JetBlue",TRUE,58,"MSY"
"455","Delta",FALSE,4,"MIA"
"456","Delta",FALSE,-18,"DTW"
"457","Delta",FALSE,-27,"DEN"
"458","Delta",FALSE,5,"MCO"
"459","Delta",FALSE,25,"ATL"
"460","Delta",FALSE,-61,"LAS"
"461","Delta",FALSE,-18,"RSW"
"462","JetBlue",FALSE,5,"MCO"
"463","JetBlue",FALSE,18,"SYR"
"464","Delta",TRUE,175,"ATL"
"465","JetBlue",FALSE,-59,"LAX"
"466","Delta",FALSE,-3,"SLC"
"467","JetBlue",FALSE,-3,"RSW"
"468","Delta",FALSE,-13,"AUS"
"469","JetBlue",FALSE,-47,"SAN"
"470","JetBlue",FALSE,-22,"FLL"
"471","Delta",FALSE,-30,"SFO"
"472","Delta",FALSE,-42,"LAX"
"473","Delta",FALSE,-23,"SJU"
"474","JetBlue",FALSE,-23,"SJU"
"475","JetBlue",FALSE,16,"PBI"
"476","Delta",FALSE,-49,"SAN"
"477","JetBlue",FALSE,-1,"TPA"
"478","JetBlue",FALSE,-27,"PHX"
"479","JetBlue",FALSE,4,"BTV"
"480","Delta",FALSE,-7,"PDX"
"481","JetBlue",FALSE,6,"FLL"
"482","JetBlue",FALSE,-17,"RDU"
"483","JetBlue",TRUE,81,"CLT"
"484","JetBlue",FALSE,-56,"LGB"
"485","JetBlue",FALSE,15,"BOS"
"486","JetBlue",FALSE,-24,"SJC"
"487","JetBlue",FALSE,-36,"BUR"
"488","JetBlue",TRUE,55,"MCO"
"489","Delta",FALSE,-41,"MIA"
"490","Delta",FALSE,-12,"ATL"
"491","Delta",FALSE,-2,"TPA"
"492","JetBlue",FALSE,-45,"SMF"
"493","Delta",FALSE,-61,"SFO"
"494","JetBlue",FALSE,1,"LAS"
"495","Delta",FALSE,-5,"LAX"
"496","JetBlue",TRUE,72,"IAD"
"497","Delta",FALSE,-22,"LAS"
"498","Delta",FALSE,-14,"FLL"
"499","Delta",FALSE,-56,"PHX"
"500","Delta",FALSE,-60,"SLC"
"501","Delta",FALSE,8,"SEA"
"502","Delta",TRUE,62,"MCO"
"503","JetBlue",TRUE,46,"MCO"
"504","JetBlue",FALSE,1,"OAK"
"505","JetBlue",FALSE,-57,"SFO"
"506","Delta",FALSE,-36,"BOS"
"507","JetBlue",FALSE,21,"SLC"
"508","Delta",TRUE,270,"FLL"
"509","JetBlue",FALSE,-17,"PDX"
"510","JetBlue",FALSE,13,"MSY"
"511","JetBlue",FALSE,30,"FLL"
"512","JetBlue",FALSE,-10,"BOS"
"513","JetBlue",FALSE,11,"JAX"
"514","JetBlue",TRUE,71,"PBI"
"515","JetBlue",TRUE,67,"AUS"
"516","JetBlue",FALSE,-32,"LAX"
"517","JetBlue",FALSE,29,"RSW"
"518","JetBlue",TRUE,45,"HOU"
"519","JetBlue",TRUE,150,"BUF"
"520","Delta",FALSE,18,"LAX"
"521","JetBlue",FALSE,-52,"LAS"
"522","JetBlue",FALSE,-6,"TPA"
"523","JetBlue",FALSE,6,"SJU"
"524","JetBlue",FALSE,-5,"DEN"
"525","JetBlue",FALSE,9,"MCO"
"526","JetBlue",FALSE,-8,"FLL"
"527","JetBlue",FALSE,26,"PBI"
"528","JetBlue",FALSE,-13,"SJU"
"529","JetBlue",FALSE,-7,"BTV"
"530","JetBlue",TRUE,49,"RDU"
"531","JetBlue",FALSE,13,"PWM"
"532","JetBlue",FALSE,0,"SYR"
"533","JetBlue",FALSE,25,"ROC"
"534","JetBlue",FALSE,16,"BUF"
"535","JetBlue",FALSE,16,"BOS"
"536","JetBlue",FALSE,-11,"PSE"
"537","JetBlue",FALSE,23,"SJU"
"538","JetBlue",TRUE,125,"PWM"
"539","JetBlue",FALSE,-5,"PBI"
"540","JetBlue",FALSE,-8,"TPA"
"541","JetBlue",FALSE,-12,"FLL"
"542","JetBlue",FALSE,0,"MCO"
"543","JetBlue",FALSE,-5,"RSW"
"544","JetBlue",FALSE,17,"BQN"
"545","JetBlue",FALSE,-9,"SJU"
"546","JetBlue",FALSE,-1,"BOS"
"547","JetBlue",FALSE,-10,"BUF"
"548","Delta",FALSE,-57,"SLC"
"549","JetBlue",FALSE,-2,"MSY"
"550","JetBlue",FALSE,-45,"LAS"
"551","Delta",FALSE,-21,"LAX"
"552","JetBlue",TRUE,36,"FLL"
"553","Delta",FALSE,17,"SFO"
"554","JetBlue",FALSE,-13,"LAX"
"555","JetBlue",FALSE,18,"MCO"
"556","JetBlue",FALSE,-5,"SJU"
"557","JetBlue",FALSE,4,"SYR"
"558","JetBlue",FALSE,3,"ROC"
"559","JetBlue",FALSE,-43,"SFO"
"560","Delta",FALSE,-14,"SEA"
"561","JetBlue",FALSE,3,"SRQ"
"562","Delta",FALSE,-15,"MIA"
"563","Delta",FALSE,-10,"FLL"
"564","JetBlue",FALSE,16,"FLL"
"565","Delta",FALSE,-13,"LAS"
"566","Delta",FALSE,-6,"MCO"
"567","Delta",FALSE,-9,"TPA"
"568","JetBlue",FALSE,18,"CLT"
"569","JetBlue",FALSE,-26,"SAN"
"570","JetBlue",FALSE,-5,"SJU"
"571","Delta",TRUE,37,"SJU"
"572","JetBlue",TRUE,46,"PIT"
"573","Delta",TRUE,33,"ATL"
"574","JetBlue",FALSE,25,"JAX"
"575","JetBlue",FALSE,25,"ORD"
"576","Delta",FALSE,-12,"LAX"
"577","JetBlue",FALSE,-4,"IAD"
"578","JetBlue",TRUE,42,"TPA"
"579","JetBlue",FALSE,24,"FLL"
"580","JetBlue",FALSE,20,"MCO"
"581","JetBlue",FALSE,5,"BTV"
"582","JetBlue",FALSE,21,"AUS"
"583","JetBlue",FALSE,9,"BOS"
"584","JetBlue",FALSE,4,"BUF"
"585","JetBlue",FALSE,14,"PBI"
"586","Delta",FALSE,-20,"SFO"
"587","JetBlue",TRUE,33,"RDU"
"588","Delta",FALSE,-47,"LAS"
"589","JetBlue",FALSE,-26,"LAX"
"590","JetBlue",FALSE,9,"PWM"
"591","JetBlue",FALSE,7,"MCO"
"592","Delta",FALSE,-30,"SLC"
"593","JetBlue",FALSE,-17,"SFO"
"594","JetBlue",FALSE,-11,"BTV"
"595","Delta",FALSE,-30,"SJU"
"596","Delta",FALSE,6,"MCO"
"597","JetBlue",FALSE,2,"FLL"
"598","Delta",FALSE,-38,"LAX"
"599","JetBlue",FALSE,2,"HOU"
"600","JetBlue",TRUE,61,"RSW"
"601","JetBlue",FALSE,-34,"LAX"
"602","JetBlue",FALSE,7,"TPA"
"603","Delta",FALSE,-42,"SLC"
"604","JetBlue",FALSE,-4,"PBI"
"605","JetBlue",FALSE,-7,"BOS"
"606","JetBlue",FALSE,-39,"LGB"
"607","JetBlue",FALSE,24,"ROC"
"608","JetBlue",TRUE,65,"BUF"
"609","Delta",FALSE,-15,"ATL"
"610","JetBlue",FALSE,-35,"BUR"
"611","JetBlue",FALSE,21,"JAX"
"612","JetBlue",FALSE,22,"MCO"
"613","JetBlue",TRUE,35,"SJU"
"614","JetBlue",FALSE,13,"SEA"
"615","JetBlue",FALSE,26,"PWM"
"616","Delta",FALSE,-18,"SFO"
"617","JetBlue",FALSE,4,"SRQ"
"618","JetBlue",FALSE,3,"FLL"
"619","JetBlue",FALSE,-26,"PIT"
"620","JetBlue",TRUE,36,"BOS"
"621","JetBlue",FALSE,13,"PBI"
"622","Delta",FALSE,-13,"LAX"
"623","JetBlue",FALSE,5,"BUF"
"624","JetBlue",FALSE,14,"TPA"
"625","JetBlue",FALSE,-11,"RSW"
"626","JetBlue",TRUE,32,"MCO"
"627","Delta",FALSE,0,"FLL"
"628","Delta",FALSE,-8,"ATL"
"629","Delta",FALSE,-49,"SLC"
"630","Delta",FALSE,-20,"DTW"
"631","Delta",FALSE,-13,"MCO"
"632","JetBlue",FALSE,-6,"SYR"
"633","Delta",FALSE,-30,"RSW"
"634","Delta",FALSE,-9,"MIA"
"635","Delta",FALSE,-47,"LAS"
"636","Delta",FALSE,-7,"DEN"
